filepath,result,fluent
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_134.wav,holistic attitude about it,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_134.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_135.wav, which is,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_135.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_137.wav, I dont,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_137.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_138.wav, think it helped you much at least,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_138.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_140.wav,people Ive met have been,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_140.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_142.wav,order,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_142.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_146.wav, stuttering as Im,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_146.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_148.wav, cool and I,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_148.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_149.wav,and that you know,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_149.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_150.wav,people gave you the benefit,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_150.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_151.wav, knowledge as well,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_151.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_154.wav,good friends and,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_154.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_156.wav, I think,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_156.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_157.wav, I,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_157.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_158.wav, I think,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_158.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_159.wav,that Ive been,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_159.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_161.wav,have therapy as an adult,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_161.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_164.wav, its,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_164.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_167.wav, I guess I find the,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_167.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_168.wav,it can,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_168.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_170.wav,its uncomfortable it can be,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_170.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_173.wav,to make that a leaf and make that,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_173.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_175.wav,beria and sing,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_175.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_176.wav,and a attitude,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_176.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_178.wav,the biggest difference of all I think,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_178.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_179.wav, absolutely I,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_179.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_180.wav, to have,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_180.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_181.wav, my true,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_181.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_182.wav, fluency,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_182.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_183.wav, techniques and strategy,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_183.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_186.wav, on the other side,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_186.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_187.wav, so yeah youre right that,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_187.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_188.wav,Im a little biased,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_188.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_189.wav, um,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_189.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_190.wav, so,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_190.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_191.wav,what kinds of,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_191.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_192.wav, with being a person who stutters,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_192.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_196.wav,fires,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_196.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_198.wav, if that is,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_198.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_199.wav, is,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_199.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_200.wav, not be,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_200.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_202.wav,chins in life,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_202.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_204.wav, 18 years,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_204.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/57/WomenWhoStutter_57_205.wav,Ive been involved in,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_57_205.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_1.wav, listeners are going,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_1.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_2.wav, be so inspired by,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_2.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_3.wav, well and this has been a women,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_3.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_4.wav,talking and communicated,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_4.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_5.wav,when I first started,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_5.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_6.wav,help did anybody,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_6.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_7.wav, its so important,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_9.wav,when you were younger too so,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_9.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_10.wav, to trying,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_10.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_11.wav, it a little bit easier for our,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_11.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_12.wav, okay sure and so,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_12.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_13.wav,and so we have quite a few different,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_13.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_14.wav,did you meet other women who,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_14.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_15.wav,when I did meet,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_15.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_16.wav,while were all different we share some,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_16.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_17.wav, and experiences,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_17.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_19.wav, and enjoy it because,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_25.wav, people about who Stama people who,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_25.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_26.wav, best itself and it,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_26.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_28.wav, universities and house Society,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_28.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_30.wav,and people against fraud,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_31.wav, I was wondering as you were,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_31.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_32.wav, they have a,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_32.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_33.wav, being able to do that,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_33.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_35.wav, yeah oh my goodness its just its,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_35.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_36.wav,its just amazing what,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_36.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_37.wav,where I do,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_37.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/58/WomenWhoStutter_58_38.wav, on people that,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_58_38.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_0.wav, kind of creeping along you know its like,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_0.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_3.wav,the invaluable,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_3.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_4.wav, today thank you Im going to be crying again,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_4.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_6.wav, little girl came in who is a kinder and,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_6.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_7.wav,is a gl,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_8.wav, of the,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_8.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_10.wav,its just wonderful to see and,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_10.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_12.wav, special opportunity,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_12.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_13.wav,for a,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_13.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_14.wav,been married almost 30 years,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_14.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_15.wav, one,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_15.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_16.wav, find us,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_16.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_17.wav, No,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_17.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_18.wav,Im hoping that,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_18.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_19.wav,be starting out on their journey,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_21.wav, wonderful whirlwind of,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_21.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_23.wav,people are gonna think that,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_23.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_24.wav, you know Ive been a keynote speaker,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_24.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_25.wav, Annie the other any the,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_25.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_26.wav, I still work on myself,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_26.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_27.wav,thing to overcome for me to stand,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_27.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_28.wav,those,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_28.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_31.wav,A lot so Im yeah Im nervous and,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_31.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_33.wav,I am you know they say if you have just a few good,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_33.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_34.wav, being vulnerable I,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_34.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_35.wav,strikes a cord in most,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_35.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_36.wav, see and hear somebody,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_36.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_37.wav, that will be there for their first time,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_37.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_38.wav, your first time hearing,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_38.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/59/WomenWhoStutter_59_39.wav, I thank you and I,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_59_39.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_5.wav, that much,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_5.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_6.wav, this yeah we all know about that,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_6.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_7.wav, in now it,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_9.wav, I think,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_9.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_10.wav,it was,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_10.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_13.wav,you said which is,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_13.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_20.wav, so youre like in a more,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_20.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_21.wav,conferences I know they had,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_21.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_22.wav, the next world,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_22.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_23.wav,community I see you in,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_23.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_24.wav, other way and I found that group yeah,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_24.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_25.wav,you kind of were like,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_25.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_26.wav,a role model for,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_26.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_28.wav,is something about it though like,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_28.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_30.wav, coming up behind us,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_31.wav, talk about with each,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_31.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_32.wav, yeah but we didnt and we talked about,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_32.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/60/WomenWhoStutter_60_35.wav, feeling that he was,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_60_35.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/61/WomenWhoStutter_61_2.wav, is,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_61_2.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/61/WomenWhoStutter_61_3.wav, like 18 or 19,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_61_3.wav
